"","Location","Date","temp"
"8843","Connecticut","199802","35.2"
"8844","Connecticut","199803","39.3"
"8845","Connecticut","199804","48.6"
"8846","Connecticut","199805","61"
"8847","Connecticut","199806","65.2"
"8848","Connecticut","199807","71.2"
"8849","Connecticut","199808","71.6"
"8850","Connecticut","199809","64.2"
"8851","Connecticut","199810","51.8"
"8852","Connecticut","199811","41.3"
"8853","Connecticut","199812","36.6"
"8854","Connecticut","199901","27.4"
"8855","Connecticut","199902","31.7"
"8856","Connecticut","199903","37.4"
"8857","Connecticut","199904","47.9"
"8858","Connecticut","199905","58.5"
"8859","Connecticut","199906","68.8"
"8860","Connecticut","199907","74.8"
"8861","Connecticut","199908","69.8"
"8862","Connecticut","199909","64.6"
"8863","Connecticut","199910","50.1"
"8864","Connecticut","199911","45.4"
"8865","Connecticut","199912","33.8"
"8866","Connecticut","200001","24.6"
"8867","Connecticut","200002","31.3"
"8868","Connecticut","200003","41.9"
"8869","Connecticut","200004","46.1"
"8870","Connecticut","200005","57.9"
"8871","Connecticut","200006","66"
"8872","Connecticut","200007","67.8"
"8873","Connecticut","200008","67.9"
"8874","Connecticut","200009","61.2"
"8875","Connecticut","200010","51.1"
"8876","Connecticut","200011","40.5"
"8877","Connecticut","200012","26.1"
"8878","Connecticut","200101","25.8"
"8879","Connecticut","200102","29.5"
"8880","Connecticut","200103","34.1"
"8881","Connecticut","200104","47.9"
"8882","Connecticut","200105","58.9"
"8883","Connecticut","200106","68.1"
"8884","Connecticut","200107","68.2"
"8885","Connecticut","200108","72.8"
"8886","Connecticut","200109","62.5"
"8887","Connecticut","200110","52.7"
"8888","Connecticut","200111","45.3"
"8889","Connecticut","200112","37.1"
"8890","Connecticut","200201","33.3"
"8891","Connecticut","200202","34.1"
"8892","Connecticut","200203","38.6"
"8893","Connecticut","200204","50.1"
"8894","Connecticut","200205","55.1"
"8895","Connecticut","200206","65.5"
"8896","Connecticut","200207","72.8"
"8897","Connecticut","200208","71.9"
"8898","Connecticut","200209","64.8"
"8899","Connecticut","200210","49.6"
"8900","Connecticut","200211","40"
"8901","Connecticut","200212","29.8"
"8902","Connecticut","200301","21.4"
"8903","Connecticut","200302","23.8"
"8904","Connecticut","200303","36"
"8905","Connecticut","200304","44.5"
"8906","Connecticut","200305","55"
"8907","Connecticut","200306","64.7"
"8908","Connecticut","200307","71.5"
"8909","Connecticut","200308","72.2"
"8910","Connecticut","200309","63.3"
"8911","Connecticut","200310","49.3"
"8912","Connecticut","200311","43.8"
"8913","Connecticut","200312","32.4"
"8914","Connecticut","200401","18.7"
"8915","Connecticut","200402","28.5"
"8916","Connecticut","200403","38"
"8917","Connecticut","200404","48"
"8918","Connecticut","200405","59.9"
"8919","Connecticut","200406","65"
"8920","Connecticut","200407","70"
"8921","Connecticut","200408","69.6"
"8922","Connecticut","200409","63.8"
"8923","Connecticut","200410","50.9"
"8924","Connecticut","200411","41.9"
"8925","Connecticut","200412","30.8"
"8926","Connecticut","200501","24.3"
"8927","Connecticut","200502","29.7"
"8928","Connecticut","200503","32.3"
"8929","Connecticut","200504","49.3"
"8930","Connecticut","200505","53.1"
"8931","Connecticut","200506","69.6"
"8932","Connecticut","200507","72.4"
"8933","Connecticut","200508","73"
"8934","Connecticut","200509","66"
"8935","Connecticut","200510","52.7"
"8936","Connecticut","200511","43"
"8937","Connecticut","200512","28.7"
"8938","Connecticut","200601","33.7"
"8939","Connecticut","200602","29.5"
"8940","Connecticut","200603","36.7"
"8941","Connecticut","200604","49"
"8942","Connecticut","200605","57.2"
"8943","Connecticut","200606","67.1"
"8944","Connecticut","200607","74.1"
"8945","Connecticut","200608","69.8"
"8946","Connecticut","200609","61.2"
"8947","Connecticut","200610","51"
"8948","Connecticut","200611","46.3"
"8949","Connecticut","200612","38"
"8950","Connecticut","200701","31.3"
"8951","Connecticut","200702","23.3"
"8952","Connecticut","200703","35.1"
"8953","Connecticut","200704","44.8"
"8954","Connecticut","200705","59.6"
"8955","Connecticut","200706","66.6"
"8956","Connecticut","200707","70.9"
"8957","Connecticut","200708","70.3"
"8958","Connecticut","200709","64.6"
"8959","Connecticut","200710","57.8"
"8960","Connecticut","200711","39.9"
"8961","Connecticut","200712","30.2"
"8962","Connecticut","200801","29.7"
"8963","Connecticut","200802","29.8"
"8964","Connecticut","200803","36.5"
"8965","Connecticut","200804","49.6"
"8966","Connecticut","200805","55.1"
"8967","Connecticut","200806","68.6"
"8968","Connecticut","200807","73.3"
"8969","Connecticut","200808","67.8"
"8970","Connecticut","200809","63.3"
"8971","Connecticut","200810","50"
"8972","Connecticut","200811","40.5"
"8973","Connecticut","200812","32.2"
"8974","Connecticut","200901","21"
"8975","Connecticut","200902","30.2"
"8976","Connecticut","200903","36.8"
"8977","Connecticut","200904","49.3"
"8978","Connecticut","200905","57.8"
"8979","Connecticut","200906","64"
"8980","Connecticut","200907","68.7"
"8981","Connecticut","200908","71.7"
"8982","Connecticut","200909","61"
"8983","Connecticut","200910","49.5"
"8984","Connecticut","200911","46"
"8985","Connecticut","200912","30.1"
"8986","Connecticut","201001","27"
"8987","Connecticut","201002","29.8"
"8988","Connecticut","201003","43"
"8989","Connecticut","201004","52"
"8990","Connecticut","201005","60.9"
"8991","Connecticut","201006","68.9"
"8992","Connecticut","201007","75.1"
"8993","Connecticut","201008","71"
"8994","Connecticut","201009","65.6"
"8995","Connecticut","201010","52.8"
"8996","Connecticut","201011","41.9"
"8997","Connecticut","201012","28.2"
"8998","Connecticut","201101","23.2"
"8999","Connecticut","201102","27.1"
"9000","Connecticut","201103","37"
"9001","Connecticut","201104","48.9"
"9002","Connecticut","201105","59.7"
"9003","Connecticut","201106","66.9"
"9004","Connecticut","201107","74.1"
"9005","Connecticut","201108","70.8"
"9006","Connecticut","201109","66.4"
"9007","Connecticut","201110","53.4"
"9008","Connecticut","201111","45.9"
"9009","Connecticut","201112","36.9"
"9010","Connecticut","201201","31.7"
"9011","Connecticut","201202","35"
"9012","Connecticut","201203","45.8"
"9013","Connecticut","201204","49.7"
"9014","Connecticut","201205","61.6"
"9015","Connecticut","201206","66.4"
"9016","Connecticut","201207","74.1"
"9017","Connecticut","201208","72"
"9018","Connecticut","201209","63.3"
"9019","Connecticut","201210","54.7"
"9020","Connecticut","201211","39.4"
"9021","Connecticut","201212","35.9"
"9022","Connecticut","201301","28.8"
"9023","Connecticut","201302","29.2"
"9024","Connecticut","201303","36"
"9025","Connecticut","201304","47.3"
"9026","Connecticut","201305","58.2"
"9027","Connecticut","201306","67.7"
"9028","Connecticut","201307","75.9"
"9029","Connecticut","201308","68.7"
"9030","Connecticut","201309","61.4"
"9031","Connecticut","201310","53.4"
"9032","Connecticut","201311","39.8"
"9033","Connecticut","201312","31"
"9034","Connecticut","201401","23.6"
"9035","Connecticut","201402","25"
"9036","Connecticut","201403","30.6"
"9037","Connecticut","201404","46.7"
"9038","Connecticut","201405","58.3"
"9039","Connecticut","201406","66.8"
"9040","Connecticut","201407","71.9"
"9041","Connecticut","201408","68.4"
"9042","Connecticut","201409","63.6"
"9043","Connecticut","201410","54.1"
"9044","Connecticut","201411","39.7"
"9045","Connecticut","201412","35.4"
"9046","Connecticut","201501","23.3"
"9047","Connecticut","201502","15.8"
"9048","Connecticut","201503","31"
"9049","Connecticut","201504","47"
"9050","Connecticut","201505","62.7"
"9051","Connecticut","201506","65.3"
"9052","Connecticut","201507","72.2"
"9053","Connecticut","201508","72"
"9054","Connecticut","201509","67.8"
"9055","Connecticut","201510","51.4"
"9056","Connecticut","201511","46.1"
"9057","Connecticut","201512","43.5"
"9058","Connecticut","201601","29.7"
"9059","Connecticut","201602","32"
"9060","Connecticut","201603","43.2"
"9061","Connecticut","201604","46.8"
"9062","Connecticut","201605","58.4"
"9063","Connecticut","201606","67.4"
"9064","Connecticut","201607","74.1"
"9065","Connecticut","201608","73.9"
"9066","Connecticut","201609","66.2"
"9067","Connecticut","201610","53.5"
"9068","Connecticut","201611","43.5"
"9069","Connecticut","201612","32.6"
"9070","Connecticut","201701","32.7"
"9071","Connecticut","201702","34.6"
"9072","Connecticut","201703","33.4"
"9073","Connecticut","201704","51.8"
"9074","Connecticut","201705","56.7"
"9075","Connecticut","201706","67"
"9076","Connecticut","201707","71.5"
"9077","Connecticut","201708","69.1"
"9078","Connecticut","201709","66"
"9079","Connecticut","201710","58.6"
"9080","Connecticut","201711","41"
"9081","Connecticut","201712","28.7"
"9082","Connecticut","201801","25.4"
"9083","Connecticut","201802","35.7"
"9084","Connecticut","201803","36.4"
"9085","Connecticut","201804","43.4"
"9086","Connecticut","201805","62.2"
"9087","Connecticut","201806","66.4"
"9088","Connecticut","201807","74"
"9089","Connecticut","201808","74.3"
"9090","Connecticut","201809","66.1"
"9091","Connecticut","201810","52.3"
"9092","Connecticut","201811","39.1"
"9093","Connecticut","201812","33.8"
"9094","Connecticut","201901","27"
"9095","Connecticut","201902","30.2"
"9096","Connecticut","201903","35"
"9097","Connecticut","201904","49.1"
"9098","Connecticut","201905","57.1"
"9099","Connecticut","201906","66.5"
"9100","Connecticut","201907","74.9"
"9101","Connecticut","201908","70.6"
"9102","Connecticut","201909","63.2"
"9103","Connecticut","201910","53.6"
"9104","Connecticut","201911","38.1"
"9105","Connecticut","201912","31.7"
"9106","Connecticut","202001","33.2"
"9107","Connecticut","202002","34.1"
"9108","Connecticut","202003","41.6"
"9109","Connecticut","202004","44.5"
"9110","Connecticut","202005","56.4"
"9111","Connecticut","202006","68.5"
"9112","Connecticut","202007","75.7"
"9113","Connecticut","202008","72.7"
"9114","Connecticut","202009","63.5"
"9115","Connecticut","202010","53.4"
"9116","Connecticut","202011","45.6"
"9117","Connecticut","202012","33.8"
"9118","Connecticut","202101","29.3"
"9119","Connecticut","202102","28.6"
"9120","Connecticut","202103","39.5"
"9121","Connecticut","202104","48.9"
"9122","Connecticut","202105","57.8"
"9123","Connecticut","202106","69.4"
"9124","Connecticut","202107","71.1"
"9125","Connecticut","202108","72.9"
"9126","Connecticut","202109","65.4"
"9127","Delaware","189501","31.1"
"9128","Delaware","189502","24.2"
"9129","Delaware","189503","39.5"
"9130","Delaware","189504","51.1"
"9131","Delaware","189505","60.7"
"9132","Delaware","189506","72.2"
"9133","Delaware","189507","71.8"
"9134","Delaware","189508","75.6"
"9135","Delaware","189509","70.5"
"9136","Delaware","189510","51.1"
"9137","Delaware","189511","46.2"
"9138","Delaware","189512","38.5"
"9139","Delaware","189601","31.4"
"9140","Delaware","189602","35"
"9141","Delaware","189603","37.1"
"9142","Delaware","189604","54.3"
"9143","Delaware","189605","66.6"
"9144","Delaware","189606","69.2"
"9145","Delaware","189607","75.7"
"9146","Delaware","189608","74.5"
"9147","Delaware","189609","66.2"
"9148","Delaware","189610","52.8"
"9149","Delaware","189611","50.2"
"9150","Delaware","189612","33.6"
"9151","Delaware","189701","30.3"
"9152","Delaware","189702","34.8"
"9153","Delaware","189703","43.8"
"9154","Delaware","189704","51.4"
"9155","Delaware","189705","60.7"
"9156","Delaware","189706","67.4"
"9157","Delaware","189707","74.8"
"9158","Delaware","189708","72.8"
"9159","Delaware","189709","67.3"
"9160","Delaware","189710","57.1"
"9161","Delaware","189711","45.5"
"9162","Delaware","189712","37.4"
"9163","Delaware","189801","35.6"
"9164","Delaware","189802","34.8"
"9165","Delaware","189803","47"
"9166","Delaware","189804","48.8"
"9167","Delaware","189805","60.8"
"9168","Delaware","189806","71.2"
"9169","Delaware","189807","77"
"9170","Delaware","189808","76.2"
"9171","Delaware","189809","69.7"
"9172","Delaware","189810","57.2"
"9173","Delaware","189811","42.9"
"9174","Delaware","189812","35.8"
"9175","Delaware","189901","32.4"
"9176","Delaware","189902","26.8"
"9177","Delaware","189903","40.6"
"9178","Delaware","189904","51.6"
"9179","Delaware","189905","61.8"
"9180","Delaware","189906","73.1"
"9181","Delaware","189907","75.8"
"9182","Delaware","189908","73.3"
"9183","Delaware","189909","65.4"
"9184","Delaware","189910","57.4"
"9185","Delaware","189911","44.9"
"9186","Delaware","189912","36.2"
"9187","Delaware","190001","33.9"
"9188","Delaware","190002","33"
"9189","Delaware","190003","37.6"
"9190","Delaware","190004","51.6"
"9191","Delaware","190005","62.5"
"9192","Delaware","190006","71.5"
"9193","Delaware","190007","78.1"
"9194","Delaware","190008","78.3"
"9195","Delaware","190009","71.4"
"9196","Delaware","190010","60.5"
"9197","Delaware","190011","48.3"
"9198","Delaware","190012","35.3"
"9199","Delaware","190101","32.8"
"9200","Delaware","190102","27.4"
"9201","Delaware","190103","43"
"9202","Delaware","190104","48.7"
"9203","Delaware","190105","60.2"
"9204","Delaware","190106","71"
"9205","Delaware","190107","79"
"9206","Delaware","190108","75.7"
"9207","Delaware","190109","67.4"
"9208","Delaware","190110","55.4"
"9209","Delaware","190111","39.6"
"9210","Delaware","190112","34"
"9211","Delaware","190201","30.2"
"9212","Delaware","190202","27.9"
"9213","Delaware","190203","45.1"
"9214","Delaware","190204","50.7"
"9215","Delaware","190205","62.3"
"9216","Delaware","190206","70"
"9217","Delaware","190207","75.4"
"9218","Delaware","190208","71.8"
"9219","Delaware","190209","66.2"
"9220","Delaware","190210","57.6"
"9221","Delaware","190211","50.8"
"9222","Delaware","190212","34"
"9223","Delaware","190301","31.9"
"9224","Delaware","190302","35.8"
"9225","Delaware","190303","48.3"
"9226","Delaware","190304","51.6"
"9227","Delaware","190305","62.8"
"9228","Delaware","190306","65.6"
"9229","Delaware","190307","74.9"
"9230","Delaware","190308","71.8"
"9231","Delaware","190309","66.5"
"9232","Delaware","190310","56.5"
"9233","Delaware","190311","41.4"
"9234","Delaware","190312","30.7"
"9235","Delaware","190401","26.9"
"9236","Delaware","190402","26.7"
"9237","Delaware","190403","40"
"9238","Delaware","190404","48.4"
"9239","Delaware","190405","63.2"
"9240","Delaware","190406","69.4"
"9241","Delaware","190407","73.4"
"9242","Delaware","190408","72.3"
"9243","Delaware","190409","66.8"
"9244","Delaware","190410","53"
"9245","Delaware","190411","41.8"
"9246","Delaware","190412","29.1"
"9247","Delaware","190501","28.5"
"9248","Delaware","190502","25.1"
"9249","Delaware","190503","43.2"
"9250","Delaware","190504","51.4"
"9251","Delaware","190505","63.3"
"9252","Delaware","190506","69.9"
"9253","Delaware","190507","75.1"
"9254","Delaware","190508","72.4"
"9255","Delaware","190509","67"
"9256","Delaware","190510","56.8"
"9257","Delaware","190511","43.7"
"9258","Delaware","190512","37.3"
"9259","Delaware","190601","38.8"
"9260","Delaware","190602","33.2"
"9261","Delaware","190603","37.4"
"9262","Delaware","190604","52.9"
"9263","Delaware","190605","62.7"
"9264","Delaware","190606","71.5"
"9265","Delaware","190607","73.9"
"9266","Delaware","190608","75.9"
"9267","Delaware","190609","70.5"
"9268","Delaware","190610","56"
"9269","Delaware","190611","44.6"
"9270","Delaware","190612","36.1"
"9271","Delaware","190701","35.6"
"9272","Delaware","190702","27.5"
"9273","Delaware","190703","44.9"
"9274","Delaware","190704","46.2"
"9275","Delaware","190705","57.2"
"9276","Delaware","190706","64.4"
"9277","Delaware","190707","74.9"
"9278","Delaware","190708","71.8"
"9279","Delaware","190709","68.5"
"9280","Delaware","190710","51"
"9281","Delaware","190711","43.9"
"9282","Delaware","190712","38.1"
"9283","Delaware","190801","33.1"
"9284","Delaware","190802","30.5"
"9285","Delaware","190803","45.3"
"9286","Delaware","190804","53.5"
"9287","Delaware","190805","63.6"
"9288","Delaware","190806","70.2"
"9289","Delaware","190807","76.8"
"9290","Delaware","190808","71.3"
"9291","Delaware","190809","65.4"
"9292","Delaware","190810","58"
"9293","Delaware","190811","44.5"
"9294","Delaware","190812","36"
"9295","Delaware","190901","35.9"
"9296","Delaware","190902","41.7"
"9297","Delaware","190903","40.2"
"9298","Delaware","190904","51.9"
"9299","Delaware","190905","61.7"
"9300","Delaware","190906","71"
"9301","Delaware","190907","72.6"
"9302","Delaware","190908","71.2"
"9303","Delaware","190909","65.3"
"9304","Delaware","190910","51.6"
"9305","Delaware","190911","47.6"
"9306","Delaware","190912","30.5"
"9307","Delaware","191001","31.8"
"9308","Delaware","191002","34"
"9309","Delaware","191003","47.5"
"9310","Delaware","191004","55.2"
"9311","Delaware","191005","60.5"
"9312","Delaware","191006","67.8"
"9313","Delaware","191007","75.6"
"9314","Delaware","191008","71.8"
"9315","Delaware","191009","68.8"
"9316","Delaware","191010","58.1"
"9317","Delaware","191011","40.1"
"9318","Delaware","191012","28.7"
"9319","Delaware","191101","36.7"
"9320","Delaware","191102","34.6"
"9321","Delaware","191103","39.3"
"9322","Delaware","191104","47.9"
"9323","Delaware","191105","66.4"
"9324","Delaware","191106","70.8"
"9325","Delaware","191107","76.9"
"9326","Delaware","191108","74.2"
"9327","Delaware","191109","68.6"
"9328","Delaware","191110","55.8"
"9329","Delaware","191111","42.8"
"9330","Delaware","191112","40.2"
"9331","Delaware","191201","24.6"
"9332","Delaware","191202","29.6"
"9333","Delaware","191203","39.4"
"9334","Delaware","191204","52.8"
"9335","Delaware","191205","62.9"
"9336","Delaware","191206","69.2"
"9337","Delaware","191207","74.1"
"9338","Delaware","191208","72"
"9339","Delaware","191209","68.6"
"9340","Delaware","191210","57.9"
"9341","Delaware","191211","45.5"
"9342","Delaware","191212","38.8"
"9343","Delaware","191301","42.5"
"9344","Delaware","191302","34"
"9345","Delaware","191303","47.3"
"9346","Delaware","191304","53.5"
"9347","Delaware","191305","62.2"
"9348","Delaware","191306","70"
"9349","Delaware","191307","75.8"
"9350","Delaware","191308","72.7"
"9351","Delaware","191309","66.6"
"9352","Delaware","191310","57.5"
"9353","Delaware","191311","46.4"
"9354","Delaware","191312","38.6"
"9355","Delaware","191401","35.8"
"9356","Delaware","191402","29.3"
"9357","Delaware","191403","36.6"
"9358","Delaware","191404","50.6"
"9359","Delaware","191405","64.1"
"9360","Delaware","191406","71.4"
"9361","Delaware","191407","74.4"
"9362","Delaware","191408","75.4"
"9363","Delaware","191409","64.3"
"9364","Delaware","191410","58.7"
"9365","Delaware","191411","44.2"
"9366","Delaware","191412","32.4"
"9367","Delaware","191501","35.1"
"9368","Delaware","191502","37.8"
"9369","Delaware","191503","36.4"
"9370","Delaware","191504","55.7"
"9371","Delaware","191505","60.4"
"9372","Delaware","191506","68"
"9373","Delaware","191507","74.7"
"9374","Delaware","191508","72.7"
"9375","Delaware","191509","69"
"9376","Delaware","191510","57"
"9377","Delaware","191511","44.5"
"9378","Delaware","191512","33.3"
"9379","Delaware","191601","38.1"
"9380","Delaware","191602","31.9"
"9381","Delaware","191603","35"
"9382","Delaware","191604","50.3"
"9383","Delaware","191605","63.9"
"9384","Delaware","191606","66.9"
"9385","Delaware","191607","75.5"
"9386","Delaware","191608","74.3"
"9387","Delaware","191609","65.6"
"9388","Delaware","191610","56.1"
"9389","Delaware","191611","45.1"
"9390","Delaware","191612","33.9"
"9391","Delaware","191701","33.8"
"9392","Delaware","191702","31.5"
"9393","Delaware","191703","41"
"9394","Delaware","191704","51.9"
"9395","Delaware","191705","56.5"
"9396","Delaware","191706","70.8"
"9397","Delaware","191707","75.1"
"9398","Delaware","191708","73.8"
"9399","Delaware","191709","62.4"
"9400","Delaware","191710","51.8"
"9401","Delaware","191711","40.6"
"9402","Delaware","191712","27.9"
"9403","Delaware","191801","21.8"
"9404","Delaware","191802","33.2"
"9405","Delaware","191803","44.6"
"9406","Delaware","191804","51.4"
"9407","Delaware","191805","66.8"
"9408","Delaware","191806","68.1"
"9409","Delaware","191807","73.1"
"9410","Delaware","191808","75.8"
"9411","Delaware","191809","63.2"
"9412","Delaware","191810","58.9"
"9413","Delaware","191811","44.4"
"9414","Delaware","191812","39.8"
"9415","Delaware","191901","35.6"
"9416","Delaware","191902","34.8"
"9417","Delaware","191903","45.7"
"9418","Delaware","191904","51.3"
"9419","Delaware","191905","62.6"
"9420","Delaware","191906","70.3"
"9421","Delaware","191907","75"
"9422","Delaware","191908","71.9"
"9423","Delaware","191909","67.3"
"9424","Delaware","191910","62.4"
"9425","Delaware","191911","45.5"
"9426","Delaware","191912","31"
"9427","Delaware","192001","27.2"
"9428","Delaware","192002","30.6"
"9429","Delaware","192003","42.3"
"9430","Delaware","192004","50.9"
"9431","Delaware","192005","57.4"
"9432","Delaware","192006","69.8"
"9433","Delaware","192007","73.3"
"9434","Delaware","192008","73.5"
"9435","Delaware","192009","67.6"
"9436","Delaware","192010","59.6"
"9437","Delaware","192011","44.8"
"9438","Delaware","192012","38.3"
"9439","Delaware","192101","35.8"
"9440","Delaware","192102","37.2"
"9441","Delaware","192103","53.7"
"9442","Delaware","192104","57.2"
"9443","Delaware","192105","60.4"
"9444","Delaware","192106","71.6"
"9445","Delaware","192107","77.7"
"9446","Delaware","192108","71.4"
"9447","Delaware","192109","72.4"
"9448","Delaware","192110","55.4"
"9449","Delaware","192111","46.9"
"9450","Delaware","192112","35.1"
"9451","Delaware","192201","29.9"
"9452","Delaware","192202","36.2"
"9453","Delaware","192203","43.8"
"9454","Delaware","192204","52.6"
"9455","Delaware","192205","63.5"
"9456","Delaware","192206","72.4"
"9457","Delaware","192207","74.4"
"9458","Delaware","192208","71.8"
"9459","Delaware","192209","67.6"
"9460","Delaware","192210","57.8"
"9461","Delaware","192211","45.8"
"9462","Delaware","192212","36.2"
"9463","Delaware","192301","35"
"9464","Delaware","192302","29.9"
"9465","Delaware","192303","43.1"
"9466","Delaware","192304","50.8"
"9467","Delaware","192305","60.6"
"9468","Delaware","192306","73.4"
"9469","Delaware","192307","72.8"
"9470","Delaware","192308","72.3"
"9471","Delaware","192309","67.8"
"9472","Delaware","192310","54.6"
"9473","Delaware","192311","43.7"
"9474","Delaware","192312","43.2"
"9475","Delaware","192401","34.3"
"9476","Delaware","192402","32.2"
"9477","Delaware","192403","40.8"
"9478","Delaware","192404","49.2"
"9479","Delaware","192405","58.5"
"9480","Delaware","192406","68.5"
"9481","Delaware","192407","72.9"
"9482","Delaware","192408","73.1"
"9483","Delaware","192409","63.4"
"9484","Delaware","192410","55.1"
"9485","Delaware","192411","44.5"
"9486","Delaware","192412","35.6"
"9487","Delaware","192501","31.8"
"9488","Delaware","192502","41.6"
"9489","Delaware","192503","45.1"
"9490","Delaware","192504","53.8"
"9491","Delaware","192505","58.5"
"9492","Delaware","192506","76"
"9493","Delaware","192507","75.1"
"9494","Delaware","192508","71.2"
"9495","Delaware","192509","71"
"9496","Delaware","192510","51.4"
"9497","Delaware","192511","43"
"9498","Delaware","192512","35.4"
"9499","Delaware","192601","32.6"
"9500","Delaware","192602","34.2"
"9501","Delaware","192603","37.9"
"9502","Delaware","192604","49.3"
"9503","Delaware","192605","60.8"
"9504","Delaware","192606","67.5"
"9505","Delaware","192607","74.7"
"9506","Delaware","192608","74.9"
"9507","Delaware","192609","67.3"
"9508","Delaware","192610","55.5"
"9509","Delaware","192611","43.2"
"9510","Delaware","192612","31.5"
"9511","Delaware","192701","32.4"
"9512","Delaware","192702","39.3"
"9513","Delaware","192703","44.2"
"9514","Delaware","192704","48.8"
"9515","Delaware","192705","60.7"
"9516","Delaware","192706","66.3"
"9517","Delaware","192707","74"
"9518","Delaware","192708","68.6"
"9519","Delaware","192709","67"
"9520","Delaware","192710","58"
"9521","Delaware","192711","49.6"
"9522","Delaware","192712","37.8"
"9523","Delaware","192801","33.7"
"9524","Delaware","192802","34.7"
"9525","Delaware","192803","41"
"9526","Delaware","192804","49.4"
"9527","Delaware","192805","59.7"
"9528","Delaware","192806","69.3"
"9529","Delaware","192807","75.7"
"9530","Delaware","192808","75.9"
"9531","Delaware","192809","63.5"
"9532","Delaware","192810","57.2"
"9533","Delaware","192811","46.6"
"9534","Delaware","192812","35.9"
"9535","Delaware","192901","33.3"
"9536","Delaware","192902","33.5"
"9537","Delaware","192903","48.1"
"9538","Delaware","192904","54.2"
"9539","Delaware","192905","61.6"
"9540","Delaware","192906","70.4"
"9541","Delaware","192907","74.4"
"9542","Delaware","192908","71.6"
"9543","Delaware","192909","67.9"
"9544","Delaware","192910","53.6"
"9545","Delaware","192911","46.2"
"9546","Delaware","192912","36.9"
"9547","Delaware","193001","34.8"
"9548","Delaware","193002","38.7"
"9549","Delaware","193003","42.2"
"9550","Delaware","193004","49.2"
"9551","Delaware","193005","64.2"
"9552","Delaware","193006","72.2"
"9553","Delaware","193007","76.9"
"9554","Delaware","193008","73.2"
"9555","Delaware","193009","72.6"
"9556","Delaware","193010","53.7"
"9557","Delaware","193011","45.1"
"9558","Delaware","193012","33.8"
"9559","Delaware","193101","34.4"
"9560","Delaware","193102","35.9"
"9561","Delaware","193103","39.2"
"9562","Delaware","193104","50.5"
"9563","Delaware","193105","61.3"
"9564","Delaware","193106","70.1"
"9565","Delaware","193107","77.7"
"9566","Delaware","193108","74.2"
"9567","Delaware","193109","72"
"9568","Delaware","193110","59.1"
"9569","Delaware","193111","51"
"9570","Delaware","193112","42.7"
"9571","Delaware","193201","44.5"
"9572","Delaware","193202","39.3"
"9573","Delaware","193203","38.7"
"9574","Delaware","193204","49.9"
"9575","Delaware","193205","61.1"
"9576","Delaware","193206","70.5"
"9577","Delaware","193207","75.1"
"9578","Delaware","193208","74.6"
"9579","Delaware","193209","67.8"
"9580","Delaware","193210","57.1"
"9581","Delaware","193211","43.9"
"9582","Delaware","193212","37.9"
"9583","Delaware","193301","40.8"
"9584","Delaware","193302","36.4"
"9585","Delaware","193303","40.4"
"9586","Delaware","193304","51.6"
"9587","Delaware","193305","64.7"
"9588","Delaware","193306","72"
"9589","Delaware","193307","73.9"
"9590","Delaware","193308","74.4"
"9591","Delaware","193309","70.6"
"9592","Delaware","193310","55.1"
"9593","Delaware","193311","42.4"
"9594","Delaware","193312","36"
"9595","Delaware","193401","36.8"
"9596","Delaware","193402","21.7"
"9597","Delaware","193403","38.7"
"9598","Delaware","193404","50.6"
"9599","Delaware","193405","63.4"
"9600","Delaware","193406","74.4"
"9601","Delaware","193407","77.7"
"9602","Delaware","193408","71.8"
"9603","Delaware","193409","68.6"
"9604","Delaware","193410","53.6"
"9605","Delaware","193411","47.6"
"9606","Delaware","193412","35"
"9607","Delaware","193501","31.5"
"9608","Delaware","193502","32.7"
"9609","Delaware","193503","46.6"
"9610","Delaware","193504","49.2"
"9611","Delaware","193505","58.7"
"9612","Delaware","193506","70.2"
"9613","Delaware","193507","76.2"
"9614","Delaware","193508","73.5"
"9615","Delaware","193509","64.9"
"9616","Delaware","193510","55.6"
"9617","Delaware","193511","48.8"
"9618","Delaware","193512","29.8"
"9619","Delaware","193601","28.8"
"9620","Delaware","193602","26.2"
"9621","Delaware","193603","47.4"
"9622","Delaware","193604","49.7"
"9623","Delaware","193605","64"
"9624","Delaware","193606","70.3"
"9625","Delaware","193607","75.2"
"9626","Delaware","193608","75.6"
"9627","Delaware","193609","68.4"
"9628","Delaware","193610","57.5"
"9629","Delaware","193611","42.9"
"9630","Delaware","193612","38.9"
"9631","Delaware","193701","42.5"
"9632","Delaware","193702","35.2"
"9633","Delaware","193703","38.5"
"9634","Delaware","193704","51.1"
"9635","Delaware","193705","62.9"
"9636","Delaware","193706","71.7"
"9637","Delaware","193707","75.1"
"9638","Delaware","193708","75.6"
"9639","Delaware","193709","63.9"
"9640","Delaware","193710","53.6"
"9641","Delaware","193711","44.3"
"9642","Delaware","193712","34.6"
"9643","Delaware","193801","33.5"
"9644","Delaware","193802","38.4"
"9645","Delaware","193803","46.2"
"9646","Delaware","193804","54.1"
"9647","Delaware","193805","60.4"
"9648","Delaware","193806","69.8"
"9649","Delaware","193807","76"
"9650","Delaware","193808","76"
"9651","Delaware","193809","66"
"9652","Delaware","193810","56.2"
"9653","Delaware","193811","47.8"
"9654","Delaware","193812","36.6"
"9655","Delaware","193901","34.3"
"9656","Delaware","193902","40"
"9657","Delaware","193903","43.3"
"9658","Delaware","193904","51"
